id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week:,native-country,class_label
766,31,State-gov,301526,Some-college,10,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
767,22,Private,151790,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,Germany,<=50K
768,47,Self-emp-not-inc,106252,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
769,32,Private,188557,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
770,26,Private,171114,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,38,United-States,<=50K
771,37,Private,327323,5th-6th,3,Separated,Farming-fishing,Not-in-family,White,Male,0,0,32,Guatemala,<=50K
772,31,Private,244147,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,55,United-States,<=50K
773,37,Private,280282,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,24,United-States,>50K
774,55,Private,116442,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
775,23,Local-gov,282579,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,56,United-States,<=50K
776,36,Private,51838,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
778,43,Private,226902,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
779,54,Private,279129,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
781,28,Private,196690,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1669,42,United-States,<=50K
782,40,Private,130760,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
783,41,Self-emp-not-inc,49572,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
784,40,Private,237601,Bachelors,13,Never-married,Sales,Not-in-family,Other,Female,0,0,55,United-States,>50K
785,42,Private,169628,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,38,United-States,<=50K
786,61,Self-emp-not-inc,36671,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2352,50,United-States,<=50K
787,18,Private,231193,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,<=50K
790,48,Private,102102,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
791,41,Self-emp-inc,32185,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
793,23,Private,211046,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,2463,0,40,United-States,<=50K
794,60,Private,31577,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
795,22,Private,162343,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States,<=50K
796,61,Private,128831,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
797,25,Private,316688,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
798,46,Private,90758,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States,>50K
799,43,Private,274363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,England,>50K
800,43,Private,154538,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
801,24,Private,106085,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,1721,30,United-States,<=50K
802,68,Self-emp-not-inc,315859,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,20,United-States,<=50K
803,31,Private,51471,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
804,17,Private,193830,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
805,32,Private,231043,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,48,United-States,>50K
807,33,Private,169879,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,47,United-States,>50K
808,64,Private,270333,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
809,20,Private,138768,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K
810,30,Private,191571,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,36,United-States,<=50K
812,43,Private,94113,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
813,22,Private,137510,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
814,17,Private,32607,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
815,47,Self-emp-not-inc,93208,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,75,Italy,<=50K
816,41,Private,254440,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
817,56,Private,186556,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
818,64,Private,169871,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
819,47,Private,191277,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
820,48,Private,167159,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
821,31,Private,171871,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,<=50K
822,29,Private,154411,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
823,30,Private,129227,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
824,32,Private,110331,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,60,United-States,<=50K
825,57,Private,34269,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,653,42,United-States,>50K
826,62,Private,174355,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
827,39,Private,680390,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,24,United-States,<=50K
828,43,Private,233130,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K
829,24,Self-emp-inc,165474,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
831,53,Private,194259,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,40,United-States,>50K
832,26,Private,280093,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
833,73,Self-emp-not-inc,177387,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
835,55,Private,105304,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
836,25,Private,499233,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
837,41,Private,180572,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
838,24,Private,321435,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
839,63,Private,86108,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,6,United-States,<=50K
840,17,Private,198124,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
841,35,Private,135162,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
842,51,Private,146813,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
843,62,Local-gov,291175,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
844,55,Private,387569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,>50K
845,43,Private,102895,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
846,40,Local-gov,33274,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
847,37,Private,86551,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
848,39,Private,138192,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
849,31,Private,118966,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,18,United-States,<=50K
850,61,Private,99784,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
851,26,Private,90980,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,<=50K
852,46,Self-emp-not-inc,177407,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
853,26,Private,96467,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
854,48,State-gov,327886,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,50,United-States,>50K
855,34,Private,111567,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
856,34,Local-gov,166545,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
857,59,Private,142182,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
858,34,Private,188798,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
859,49,Private,38563,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,56,United-States,>50K
860,18,Private,216284,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
861,43,Private,191547,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
862,48,Private,285335,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
863,28,Self-emp-inc,142712,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
864,33,Private,80945,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
865,24,Private,309055,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
866,21,Private,62339,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
867,17,Private,368700,11th,7,Never-married,Sales,Own-child,White,Male,0,0,28,United-States,<=50K
868,39,Private,176186,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
869,29,Self-emp-not-inc,266855,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
870,44,Private,48087,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
871,24,Private,121313,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
872,71,Self-emp-not-inc,143437,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,10605,0,40,United-States,>50K
873,51,Self-emp-not-inc,160724,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,2415,40,China,>50K
874,55,Private,282753,5th-6th,3,Divorced,Other-service,Unmarried,Black,Male,0,0,25,United-States,<=50K
875,41,Private,194636,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
876,23,Private,153044,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,7,United-States,<=50K
877,38,Private,411797,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
878,39,Private,117683,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
879,19,Private,376540,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
880,49,Private,72393,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
881,32,Private,270335,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,Philippines,>50K
882,27,Private,96226,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
883,38,Private,95336,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
884,33,Private,258498,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,60,United-States,<=50K
886,23,Private,205865,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,28,United-States,<=50K
888,54,Self-emp-not-inc,406468,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
889,29,Private,177119,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,2174,0,45,United-States,<=50K
891,35,Self-emp-not-inc,372525,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
892,28,Private,164170,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,India,<=50K
893,37,Private,183800,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
894,42,Self-emp-not-inc,177307,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,>50K
895,40,Private,170108,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
896,47,Private,341995,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,<=50K
897,22,Private,226508,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,<=50K
898,30,Private,87418,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
899,28,Private,109165,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
900,63,Local-gov,28856,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,<=50K
901,51,Self-emp-not-inc,175897,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
902,22,Private,99697,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
904,35,Private,152375,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
905,46,Private,171550,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
906,37,Private,211154,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
907,24,Private,202570,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,15,United-States,<=50K
908,37,Self-emp-not-inc,168496,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K
909,53,Private,68898,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
910,27,Private,93235,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
911,38,Private,278924,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
912,53,Self-emp-not-inc,311020,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
913,34,Private,175878,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
914,23,Private,543028,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K
915,39,Private,202027,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
916,43,Private,158926,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,50,South,<=50K
917,67,Self-emp-inc,76860,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
918,81,Self-emp-not-inc,136063,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
919,21,Private,186648,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
920,23,Private,257509,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
921,25,Private,98155,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
922,42,Private,274198,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,38,Mexico,<=50K
923,38,Private,97083,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
925,32,Private,262153,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
926,37,Private,214738,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
927,51,Private,138022,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
928,22,Private,91842,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,42,United-States,<=50K
929,33,Private,373662,1st-4th,2,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K
930,42,Private,162003,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,<=50K
932,51,Local-gov,241843,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
933,23,Private,375871,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Mexico,<=50K
934,37,Private,186934,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,44,United-States,>50K
935,37,Private,176900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,>50K
936,47,Private,21906,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K
937,41,Private,132222,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,40,United-States,>50K
938,33,Private,143653,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
939,31,Private,111567,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
940,31,Private,78602,Assoc-acdm,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
941,35,Private,465507,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
942,38,Self-emp-inc,196373,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
943,18,Private,293227,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K
944,20,Private,241752,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
945,54,Local-gov,166398,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
946,40,Private,184682,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
947,36,Self-emp-inc,108293,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,45,United-States,>50K
948,43,Private,250802,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
949,44,Self-emp-not-inc,325159,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
950,44,State-gov,174675,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
951,43,Private,227065,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,>50K
952,51,Private,269080,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
953,18,Private,177722,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
954,51,Private,133461,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
956,44,Self-emp-inc,398473,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
957,33,Local-gov,298785,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
958,33,Self-emp-not-inc,123424,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
959,42,Private,176286,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
960,25,Private,150062,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
961,32,Private,169240,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
962,32,Private,288273,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,Mexico,<=50K
963,36,Private,526968,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
964,28,Private,57066,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
965,20,Private,323573,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
966,35,Self-emp-inc,368825,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
967,55,Self-emp-not-inc,189721,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
968,48,Private,164966,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
970,34,Private,202046,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K
971,28,Private,161538,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K
972,67,Private,105252,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,2392,40,United-States,>50K
973,37,Private,200153,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
974,44,Private,32185,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,70,United-States,<=50K
975,25,Private,178326,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
976,21,Private,255957,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,4101,0,40,United-States,<=50K
977,40,State-gov,188693,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
978,78,Private,182977,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,2964,0,40,United-States,<=50K
979,34,Private,159929,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
980,49,Private,123207,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
981,22,Private,284317,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
983,60,Self-emp-not-inc,154474,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,42,United-States,<=50K
984,45,Local-gov,318280,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
985,63,Private,254907,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
986,41,Private,349221,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,35,United-States,<=50K
987,47,Private,335973,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
988,44,Private,126701,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
989,51,Private,122159,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,3325,0,40,United-States,<=50K
990,46,Private,187370,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1504,40,United-States,<=50K
991,41,Private,194636,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
992,50,Self-emp-not-inc,124793,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
993,47,Private,192835,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
994,35,Private,290226,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
995,56,Private,112840,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
996,45,Private,89325,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
997,48,Federal-gov,33109,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,58,United-States,>50K
998,40,Private,82465,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States,<=50K
999,39,Self-emp-inc,329980,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
1000,20,Private,148294,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
1001,50,Private,168212,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,65,United-States,>50K
1002,38,State-gov,343642,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
1003,23,Local-gov,115244,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K
1004,31,Private,162572,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
1005,58,Private,356067,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
1006,66,Private,271567,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
1007,39,Self-emp-inc,180804,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
1008,54,Self-emp-not-inc,123011,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,52,United-States,>50K
1009,26,Private,109186,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,<=50K
1010,51,Private,220537,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
1011,34,Private,124827,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
1012,50,Private,767403,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K
1013,42,Private,118494,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
1014,38,Private,173208,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,<=50K
1015,48,Private,107373,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
1016,33,Private,26973,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
1017,51,Private,191965,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
1018,22,Private,122346,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
1020,41,Private,198316,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Japan,<=50K
